dataset,metric,method,dimensions,sources,total points,edges,mean points covered,median points covered,min points covered,max points covered
yandex_deep,euclidean,robust-prune,96,10000,1000000000,313,999999999.5662,1000000000.0,999999549,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,314,999999999.5774,1000000000.0,999999550,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,315,999999999.5877,1000000000.0,999999553,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,316,999999999.5974,1000000000.0,999999556,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,317,999999999.6071,1000000000.0,999999558,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,318,999999999.6161,1000000000.0,999999563,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,319,999999999.6254,1000000000.0,999999567,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,320,999999999.6338,1000000000.0,999999571,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,321,999999999.6417,1000000000.0,999999574,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,322,999999999.6507,1000000000.0,999999578,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,323,999999999.6667,1000000000.0,999999580,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,324,999999999.6749,1000000000.0,999999582,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,325,999999999.6824,1000000000.0,999999587,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,326,999999999.6902,1000000000.0,999999588,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,327,999999999.6984,1000000000.0,999999591,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,328,999999999.7061,1000000000.0,999999594,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,329,999999999.7127,1000000000.0,999999600,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,330,999999999.7189,1000000000.0,999999601,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,331,999999999.7338,1000000000.0,999999606,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,332,999999999.7403,1000000000.0,999999612,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,333,999999999.7459,1000000000.0,999999613,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,334,999999999.7526,1000000000.0,999999618,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,335,999999999.7589,1000000000.0,999999620,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,336,999999999.7645,1000000000.0,999999621,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,337,999999999.7707,1000000000.0,999999622,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,338,999999999.7756,1000000000.0,999999625,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,339,999999999.7812,1000000000.0,999999626,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,340,999999999.7865,1000000000.0,999999628,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,341,999999999.7917,1000000000.0,999999639,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,342,999999999.7969,1000000000.0,999999642,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,343,999999999.8027,1000000000.0,999999646,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,344,999999999.8071,1000000000.0,999999648,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,345,999999999.8122,1000000000.0,999999654,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,346,999999999.816,1000000000.0,999999656,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,347,999999999.8197,1000000000.0,999999658,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,348,999999999.8242,1000000000.0,999999660,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,349,999999999.828,1000000000.0,999999663,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,350,999999999.8313,1000000000.0,999999664,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,351,999999999.8348,1000000000.0,999999667,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,352,999999999.8387,1000000000.0,999999671,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,353,999999999.8415,1000000000.0,999999674,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,354,999999999.8446,1000000000.0,999999675,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,355,999999999.8475,1000000000.0,999999677,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,356,999999999.8507,1000000000.0,999999682,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,357,999999999.8533,1000000000.0,999999684,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,358,999999999.8563,1000000000.0,999999688,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,359,999999999.8594,1000000000.0,999999689,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,360,999999999.8618,1000000000.0,999999690,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,361,999999999.8641,1000000000.0,999999693,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,362,999999999.8669,1000000000.0,999999698,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,363,999999999.8695,1000000000.0,999999704,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,364,999999999.872,1000000000.0,999999708,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,365,999999999.8739,1000000000.0,999999710,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,366,999999999.8758,1000000000.0,999999713,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,367,999999999.8776,1000000000.0,999999715,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,368,999999999.8797,1000000000.0,999999716,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,369,999999999.8818,1000000000.0,999999720,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,370,999999999.8837,1000000000.0,999999724,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,371,999999999.8855,1000000000.0,999999725,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,372,999999999.8873,1000000000.0,999999726,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,373,999999999.8894,1000000000.0,999999728,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,374,999999999.8912,1000000000.0,999999729,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,375,999999999.8933,1000000000.0,999999730,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,376,999999999.8951,1000000000.0,999999732,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,377,999999999.8972,1000000000.0,999999735,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,378,999999999.8985,1000000000.0,999999736,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,379,999999999.8997,1000000000.0,999999738,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,380,999999999.901,1000000000.0,999999739,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,381,999999999.9024,1000000000.0,999999742,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,382,999999999.9039,1000000000.0,999999743,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,383,999999999.9053,1000000000.0,999999744,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,384,999999999.907,1000000000.0,999999746,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,385,999999999.9086,1000000000.0,999999747,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,386,999999999.91,1000000000.0,999999750,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,387,999999999.9112,1000000000.0,999999752,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,388,999999999.9126,1000000000.0,999999754,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,389,999999999.9141,1000000000.0,999999757,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,390,999999999.9156,1000000000.0,999999760,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,391,999999999.917,1000000000.0,999999766,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,392,999999999.9181,1000000000.0,999999771,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,393,999999999.9191,1000000000.0,999999773,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,394,999999999.9199,1000000000.0,999999775,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,395,999999999.9212,1000000000.0,999999776,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,396,999999999.9224,1000000000.0,999999778,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,397,999999999.9235,1000000000.0,999999780,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,398,999999999.9244,1000000000.0,999999781,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,399,999999999.9254,1000000000.0,999999782,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,400,999999999.9263,1000000000.0,999999784,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,401,999999999.927,1000000000.0,999999785,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,402,999999999.9278,1000000000.0,999999787,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,403,999999999.9284,1000000000.0,999999788,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,404,999999999.9292,1000000000.0,999999791,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,405,999999999.9299,1000000000.0,999999792,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,406,999999999.9314,1000000000.0,999999799,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,407,999999999.9321,1000000000.0,999999800,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,408,999999999.9331,1000000000.0,999999801,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,409,999999999.9341,1000000000.0,999999803,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,410,999999999.9353,1000000000.0,999999805,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,411,999999999.936,1000000000.0,999999807,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,412,999999999.937,1000000000.0,999999808,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,413,999999999.9379,1000000000.0,999999810,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,414,999999999.9384,1000000000.0,999999811,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,415,999999999.9391,1000000000.0,999999814,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,416,999999999.9398,1000000000.0,999999815,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,417,999999999.9408,1000000000.0,999999819,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,418,999999999.9415,1000000000.0,999999821,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,419,999999999.9422,1000000000.0,999999822,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,420,999999999.9427,1000000000.0,999999823,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,421,999999999.9433,1000000000.0,999999825,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,422,999999999.9442,1000000000.0,999999828,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,423,999999999.9451,1000000000.0,999999830,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,424,999999999.9458,1000000000.0,999999831,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,425,999999999.9468,1000000000.0,999999835,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,426,999999999.9473,1000000000.0,999999836,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,427,999999999.9479,1000000000.0,999999837,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,428,999999999.9487,1000000000.0,999999839,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,429,999999999.9494,1000000000.0,999999842,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,430,999999999.9503,1000000000.0,999999843,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,431,999999999.9508,1000000000.0,999999844,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,432,999999999.9513,1000000000.0,999999845,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,433,999999999.9519,1000000000.0,999999846,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,434,999999999.9525,1000000000.0,999999847,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,435,999999999.953,1000000000.0,999999848,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,436,999999999.9535,1000000000.0,999999849,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,437,999999999.9541,1000000000.0,999999850,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,438,999999999.9548,1000000000.0,999999851,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,439,999999999.9554,1000000000.0,999999852,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,440,999999999.9559,1000000000.0,999999853,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,441,999999999.9569,1000000000.0,999999857,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,442,999999999.9574,1000000000.0,999999858,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,443,999999999.9579,1000000000.0,999999859,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,444,999999999.9585,1000000000.0,999999861,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,445,999999999.9592,1000000000.0,999999862,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,446,999999999.9599,1000000000.0,999999865,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,447,999999999.9605,1000000000.0,999999866,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,448,999999999.9612,1000000000.0,999999867,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,449,999999999.9618,1000000000.0,999999869,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,450,999999999.9625,1000000000.0,999999871,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,451,999999999.963,1000000000.0,999999872,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,452,999999999.9634,1000000000.0,999999873,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,453,999999999.9643,1000000000.0,999999875,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,454,999999999.9648,1000000000.0,999999876,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,455,999999999.9655,1000000000.0,999999877,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,456,999999999.966,1000000000.0,999999878,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,457,999999999.9665,1000000000.0,999999879,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,458,999999999.9669,1000000000.0,999999880,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,459,999999999.9674,1000000000.0,999999881,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,460,999999999.9678,1000000000.0,999999882,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,461,999999999.9683,1000000000.0,999999884,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,462,999999999.9687,1000000000.0,999999885,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,463,999999999.9691,1000000000.0,999999886,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,464,999999999.9695,1000000000.0,999999887,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,465,999999999.9699,1000000000.0,999999888,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,466,999999999.9702,1000000000.0,999999889,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,467,999999999.9706,1000000000.0,999999890,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,468,999999999.9709,1000000000.0,999999891,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,469,999999999.9712,1000000000.0,999999892,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,470,999999999.9715,1000000000.0,999999893,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,471,999999999.9719,1000000000.0,999999894,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,472,999999999.9722,1000000000.0,999999895,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,473,999999999.9726,1000000000.0,999999897,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,474,999999999.9731,1000000000.0,999999899,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,475,999999999.9734,1000000000.0,999999900,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,476,999999999.9737,1000000000.0,999999901,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,477,999999999.974,1000000000.0,999999902,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,478,999999999.9745,1000000000.0,999999905,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,479,999999999.9748,1000000000.0,999999906,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,480,999999999.9753,1000000000.0,999999909,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,481,999999999.9756,1000000000.0,999999910,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,482,999999999.9761,1000000000.0,999999912,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,483,999999999.9764,1000000000.0,999999913,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,484,999999999.9768,1000000000.0,999999914,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,485,999999999.9772,1000000000.0,999999915,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,486,999999999.9775,1000000000.0,999999916,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,487,999999999.9778,1000000000.0,999999917,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,488,999999999.9781,1000000000.0,999999918,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,489,999999999.9786,1000000000.0,999999919,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,490,999999999.9789,1000000000.0,999999920,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,491,999999999.9793,1000000000.0,999999921,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,492,999999999.9796,1000000000.0,999999922,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,493,999999999.9799,1000000000.0,999999923,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,494,999999999.9804,1000000000.0,999999926,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,495,999999999.9807,1000000000.0,999999927,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,496,999999999.981,1000000000.0,999999928,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,497,999999999.9813,1000000000.0,999999929,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,498,999999999.982,1000000000.0,999999932,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,499,999999999.9823,1000000000.0,999999933,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,500,999999999.9827,1000000000.0,999999934,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,501,999999999.983,1000000000.0,999999935,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,502,999999999.9834,1000000000.0,999999936,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,503,999999999.9838,1000000000.0,999999937,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,504,999999999.9842,1000000000.0,999999938,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,505,999999999.9845,1000000000.0,999999939,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,506,999999999.9849,1000000000.0,999999941,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,507,999999999.9852,1000000000.0,999999942,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,508,999999999.9856,1000000000.0,999999943,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,509,999999999.9859,1000000000.0,999999944,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,510,999999999.9862,1000000000.0,999999945,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,511,999999999.9865,1000000000.0,999999946,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,512,999999999.9868,1000000000.0,999999947,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,513,999999999.9871,1000000000.0,999999948,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,514,999999999.9874,1000000000.0,999999949,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,515,999999999.9877,1000000000.0,999999950,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,516,999999999.988,1000000000.0,999999951,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,517,999999999.9883,1000000000.0,999999952,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,518,999999999.9886,1000000000.0,999999953,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,519,999999999.989,1000000000.0,999999954,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,520,999999999.9893,1000000000.0,999999955,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,521,999999999.9896,1000000000.0,999999956,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,522,999999999.9899,1000000000.0,999999957,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,523,999999999.9904,1000000000.0,999999960,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,524,999999999.9907,1000000000.0,999999961,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,525,999999999.991,1000000000.0,999999962,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,526,999999999.9913,1000000000.0,999999963,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,527,999999999.9916,1000000000.0,999999964,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,528,999999999.992,1000000000.0,999999965,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,529,999999999.9924,1000000000.0,999999966,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,530,999999999.9927,1000000000.0,999999967,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,531,999999999.993,1000000000.0,999999968,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,532,999999999.9933,1000000000.0,999999969,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,533,999999999.9936,1000000000.0,999999970,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,534,999999999.9939,1000000000.0,999999971,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,535,999999999.9943,1000000000.0,999999972,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,536,999999999.9946,1000000000.0,999999973,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,537,999999999.9949,1000000000.0,999999974,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,538,999999999.9952,1000000000.0,999999975,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,539,999999999.9955,1000000000.0,999999976,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,540,999999999.9958,1000000000.0,999999977,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,541,999999999.9961,1000000000.0,999999978,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,542,999999999.9963,1000000000.0,999999979,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,543,999999999.9965,1000000000.0,999999980,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,544,999999999.9969,1000000000.0,999999983,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,545,999999999.9971,1000000000.0,999999984,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,546,999999999.9974,1000000000.0,999999986,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,547,999999999.9976,1000000000.0,999999987,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,548,999999999.9978,1000000000.0,999999988,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,549,999999999.998,1000000000.0,999999989,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,550,999999999.9982,1000000000.0,999999990,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,551,999999999.9984,1000000000.0,999999991,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,552,999999999.9986,1000000000.0,999999992,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,553,999999999.9988,1000000000.0,999999993,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,554,999999999.999,1000000000.0,999999994,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,555,999999999.9992,1000000000.0,999999995,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,556,999999999.9994,1000000000.0,999999996,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,557,999999999.9996,1000000000.0,999999997,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,558,999999999.9998,1000000000.0,999999998,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,559,999999999.9999,1000000000.0,999999999,1000000000
yandex_deep,euclidean,robust-prune,96,10000,1000000000,560,1000000000.0,1000000000.0,1000000000,1000000000
