dataset,metric,method,dimensions,sources,total points,edges,mean points covered,median points covered,min points covered,max points covered,sources below 99.5% coverage,sources below 100% coverage
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56654,999999999.4983,1000000000.0,999994983,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56655,999999999.4984,1000000000.0,999994984,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56656,999999999.4985,1000000000.0,999994985,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56657,999999999.4986,1000000000.0,999994986,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56658,999999999.4987,1000000000.0,999994987,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56659,999999999.4988,1000000000.0,999994988,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56660,999999999.4989,1000000000.0,999994989,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56661,999999999.499,1000000000.0,999994990,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56662,999999999.4991,1000000000.0,999994991,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56663,999999999.4992,1000000000.0,999994992,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56664,999999999.4993,1000000000.0,999994993,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56665,999999999.4994,1000000000.0,999994994,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56666,999999999.4995,1000000000.0,999994995,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56667,999999999.4996,1000000000.0,999994996,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56668,999999999.4997,1000000000.0,999994997,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56669,999999999.4998,1000000000.0,999994998,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56670,999999999.4999,1000000000.0,999994999,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56671,999999999.5,1000000000.0,999995000,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56672,999999999.5001,1000000000.0,999995001,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56673,999999999.5002,1000000000.0,999995002,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56674,999999999.5003,1000000000.0,999995003,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56675,999999999.5004,1000000000.0,999995004,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56676,999999999.5005,1000000000.0,999995005,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56677,999999999.5006,1000000000.0,999995006,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56678,999999999.5007,1000000000.0,999995007,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56679,999999999.5008,1000000000.0,999995008,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56680,999999999.5009,1000000000.0,999995009,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56681,999999999.501,1000000000.0,999995010,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56682,999999999.5011,1000000000.0,999995011,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56683,999999999.5012,1000000000.0,999995012,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56684,999999999.5013,1000000000.0,999995013,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56685,999999999.5015,1000000000.0,999995015,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56686,999999999.5016,1000000000.0,999995016,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56687,999999999.5017,1000000000.0,999995017,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56688,999999999.5018,1000000000.0,999995018,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56689,999999999.5019,1000000000.0,999995019,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56690,999999999.502,1000000000.0,999995020,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56691,999999999.5021,1000000000.0,999995021,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56692,999999999.5022,1000000000.0,999995022,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56693,999999999.5023,1000000000.0,999995023,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56694,999999999.5024,1000000000.0,999995024,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56695,999999999.5027,1000000000.0,999995027,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56696,999999999.5028,1000000000.0,999995028,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56697,999999999.5029,1000000000.0,999995029,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56698,999999999.503,1000000000.0,999995030,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56699,999999999.5031,1000000000.0,999995031,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56700,999999999.5032,1000000000.0,999995032,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56701,999999999.5033,1000000000.0,999995033,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56702,999999999.5035,1000000000.0,999995035,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56703,999999999.5036,1000000000.0,999995036,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56704,999999999.5037,1000000000.0,999995037,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56705,999999999.5038,1000000000.0,999995038,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56706,999999999.5039,1000000000.0,999995039,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56707,999999999.504,1000000000.0,999995040,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56708,999999999.5041,1000000000.0,999995041,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56709,999999999.5042,1000000000.0,999995042,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56710,999999999.5043,1000000000.0,999995043,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56711,999999999.5044,1000000000.0,999995044,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56712,999999999.5045,1000000000.0,999995045,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56713,999999999.5046,1000000000.0,999995046,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56714,999999999.5047,1000000000.0,999995047,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56715,999999999.5048,1000000000.0,999995048,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56716,999999999.505,1000000000.0,999995050,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56717,999999999.5051,1000000000.0,999995051,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56718,999999999.5052,1000000000.0,999995052,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56719,999999999.5053,1000000000.0,999995053,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56720,999999999.5054,1000000000.0,999995054,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56721,999999999.5055,1000000000.0,999995055,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56722,999999999.5056,1000000000.0,999995056,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56723,999999999.5057,1000000000.0,999995057,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56724,999999999.5058,1000000000.0,999995058,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56725,999999999.506,1000000000.0,999995060,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56726,999999999.5061,1000000000.0,999995061,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56727,999999999.5062,1000000000.0,999995062,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56728,999999999.5063,1000000000.0,999995063,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56729,999999999.5066,1000000000.0,999995066,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56730,999999999.5067,1000000000.0,999995067,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56731,999999999.5069,1000000000.0,999995069,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56732,999999999.5071,1000000000.0,999995071,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56733,999999999.5072,1000000000.0,999995072,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56734,999999999.5073,1000000000.0,999995073,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56735,999999999.5074,1000000000.0,999995074,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56736,999999999.5075,1000000000.0,999995075,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56737,999999999.5076,1000000000.0,999995076,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56738,999999999.5077,1000000000.0,999995077,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56739,999999999.5078,1000000000.0,999995078,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56740,999999999.508,1000000000.0,999995080,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56741,999999999.5081,1000000000.0,999995081,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56742,999999999.5082,1000000000.0,999995082,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56743,999999999.5083,1000000000.0,999995083,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56744,999999999.5084,1000000000.0,999995084,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56745,999999999.5085,1000000000.0,999995085,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56746,999999999.5086,1000000000.0,999995086,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56747,999999999.5087,1000000000.0,999995087,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56748,999999999.5088,1000000000.0,999995088,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56749,999999999.5089,1000000000.0,999995089,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56750,999999999.509,1000000000.0,999995090,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56751,999999999.5091,1000000000.0,999995091,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56752,999999999.5092,1000000000.0,999995092,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56753,999999999.5093,1000000000.0,999995093,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56754,999999999.5094,1000000000.0,999995094,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56755,999999999.5095,1000000000.0,999995095,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56756,999999999.5096,1000000000.0,999995096,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56757,999999999.5097,1000000000.0,999995097,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56758,999999999.5098,1000000000.0,999995098,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56759,999999999.5099,1000000000.0,999995099,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56760,999999999.51,1000000000.0,999995100,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56761,999999999.5101,1000000000.0,999995101,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56762,999999999.5102,1000000000.0,999995102,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56763,999999999.5103,1000000000.0,999995103,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56764,999999999.5104,1000000000.0,999995104,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56765,999999999.5105,1000000000.0,999995105,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56766,999999999.5106,1000000000.0,999995106,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56767,999999999.5113,1000000000.0,999995113,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56768,999999999.5114,1000000000.0,999995114,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56769,999999999.5115,1000000000.0,999995115,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56770,999999999.5116,1000000000.0,999995116,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56771,999999999.5117,1000000000.0,999995117,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56772,999999999.5118,1000000000.0,999995118,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56773,999999999.5119,1000000000.0,999995119,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56774,999999999.512,1000000000.0,999995120,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56775,999999999.5121,1000000000.0,999995121,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56776,999999999.5122,1000000000.0,999995122,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56777,999999999.5123,1000000000.0,999995123,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56778,999999999.5124,1000000000.0,999995124,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56779,999999999.5125,1000000000.0,999995125,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56780,999999999.5126,1000000000.0,999995126,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56781,999999999.5127,1000000000.0,999995127,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56782,999999999.5128,1000000000.0,999995128,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56783,999999999.5129,1000000000.0,999995129,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56784,999999999.513,1000000000.0,999995130,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56785,999999999.5131,1000000000.0,999995131,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56786,999999999.5132,1000000000.0,999995132,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56787,999999999.5133,1000000000.0,999995133,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56788,999999999.5134,1000000000.0,999995134,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56789,999999999.5135,1000000000.0,999995135,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56790,999999999.5136,1000000000.0,999995136,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56791,999999999.5137,1000000000.0,999995137,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56792,999999999.5138,1000000000.0,999995138,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56793,999999999.5139,1000000000.0,999995139,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56794,999999999.514,1000000000.0,999995140,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56795,999999999.5141,1000000000.0,999995141,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56796,999999999.5142,1000000000.0,999995142,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56797,999999999.5143,1000000000.0,999995143,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56798,999999999.5144,1000000000.0,999995144,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56799,999999999.5145,1000000000.0,999995145,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56800,999999999.5146,1000000000.0,999995146,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56801,999999999.5148,1000000000.0,999995148,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56802,999999999.5149,1000000000.0,999995149,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56803,999999999.515,1000000000.0,999995150,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56804,999999999.5151,1000000000.0,999995151,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56805,999999999.5153,1000000000.0,999995153,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56806,999999999.5154,1000000000.0,999995154,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56807,999999999.5155,1000000000.0,999995155,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56808,999999999.5156,1000000000.0,999995156,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56809,999999999.5157,1000000000.0,999995157,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56810,999999999.5159,1000000000.0,999995159,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56811,999999999.516,1000000000.0,999995160,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56812,999999999.5161,1000000000.0,999995161,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56813,999999999.5162,1000000000.0,999995162,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56814,999999999.5163,1000000000.0,999995163,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56815,999999999.5164,1000000000.0,999995164,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56816,999999999.5166,1000000000.0,999995166,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56817,999999999.5167,1000000000.0,999995167,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56818,999999999.5168,1000000000.0,999995168,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56819,999999999.5169,1000000000.0,999995169,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56820,999999999.517,1000000000.0,999995170,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56821,999999999.5171,1000000000.0,999995171,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56822,999999999.5172,1000000000.0,999995172,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56823,999999999.5173,1000000000.0,999995173,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56824,999999999.5174,1000000000.0,999995174,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56825,999999999.5175,1000000000.0,999995175,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56826,999999999.5178,1000000000.0,999995178,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56827,999999999.5179,1000000000.0,999995179,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56828,999999999.518,1000000000.0,999995180,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56829,999999999.5181,1000000000.0,999995181,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56830,999999999.5182,1000000000.0,999995182,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56831,999999999.5183,1000000000.0,999995183,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56832,999999999.5184,1000000000.0,999995184,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56833,999999999.5185,1000000000.0,999995185,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56834,999999999.5186,1000000000.0,999995186,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56835,999999999.5187,1000000000.0,999995187,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56836,999999999.5188,1000000000.0,999995188,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56837,999999999.5189,1000000000.0,999995189,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56838,999999999.519,1000000000.0,999995190,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56839,999999999.5191,1000000000.0,999995191,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56840,999999999.5192,1000000000.0,999995192,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56841,999999999.5193,1000000000.0,999995193,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56842,999999999.5194,1000000000.0,999995194,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56843,999999999.5195,1000000000.0,999995195,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56844,999999999.5196,1000000000.0,999995196,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56845,999999999.5197,1000000000.0,999995197,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56846,999999999.5198,1000000000.0,999995198,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56847,999999999.5199,1000000000.0,999995199,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56848,999999999.52,1000000000.0,999995200,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56849,999999999.5201,1000000000.0,999995201,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56850,999999999.5202,1000000000.0,999995202,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56851,999999999.5203,1000000000.0,999995203,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56852,999999999.5204,1000000000.0,999995204,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56853,999999999.5205,1000000000.0,999995205,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56854,999999999.5206,1000000000.0,999995206,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56855,999999999.5207,1000000000.0,999995207,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56856,999999999.5208,1000000000.0,999995208,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56857,999999999.5209,1000000000.0,999995209,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56858,999999999.521,1000000000.0,999995210,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56859,999999999.5211,1000000000.0,999995211,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56860,999999999.5212,1000000000.0,999995212,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56861,999999999.5213,1000000000.0,999995213,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56862,999999999.5214,1000000000.0,999995214,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56863,999999999.5215,1000000000.0,999995215,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56864,999999999.5216,1000000000.0,999995216,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56865,999999999.5217,1000000000.0,999995217,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56866,999999999.5218,1000000000.0,999995218,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56867,999999999.522,1000000000.0,999995220,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56868,999999999.5221,1000000000.0,999995221,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56869,999999999.5222,1000000000.0,999995222,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56870,999999999.5223,1000000000.0,999995223,1000000000,0,1
facebook_sim_searchnet++,euclidean,robust-prune,256,10000,1000000000,56871,999999999.5224,1000000000.0,999995224,1000000000,0,1
