dataset,metric,method,gamma,alpha,R,L,S,target recall,beam width,k,recall,QPS,mean seen,tail seen,mean expanded,tail expanded,queries,pass,search wall (s)
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.99,40,1,0.9914,41219.9,50.0,77.0,429.0,720.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.995,55,1,0.9952,32401.0,66.0,94.0,524.0,849.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.999,120,1,0.999,18713.0,136.0,163.0,882.0,1401.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.9995,225,1,0.9995,12132.1,249.0,281.0,1371.0,2193.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.9999,300,1,0.9999,10106.2,330.0,365.0,1683.0,2719.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.99999,375,1,1.0,8431.58,410.0,448.0,1975.0,3204.0,10000,0,74.955
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.4,10,10,0.46882,120659.0,10.0,10.0,126.0,183.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.5,12,10,0.5907,113643.0,12.0,12.0,147.0,209.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.6,13,10,0.64204,99840.2,13.0,13.0,157.0,222.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.7,15,10,0.72503,89245.1,15.0,15.0,175.0,248.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.75,16,10,0.75876,83471.8,16.0,16.0,185.0,259.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.8,18,10,0.81247,76582.6,18.0,18.0,202.0,283.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.85,10,10,0.8714,75416.5,18.0,33.0,213.0,382.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.9,13,10,0.90749,78608.3,21.0,38.0,236.0,418.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.93,18,10,0.94436,62298.3,27.0,46.0,279.0,484.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.95,20,10,0.95173,55994.8,29.0,49.0,292.0,501.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.97,28,10,0.97312,46791.1,37.0,62.0,350.0,597.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.98,34,10,0.98185,41650.2,44.0,70.0,393.0,670.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.99,50,10,0.99129,33645.6,61.0,89.0,497.0,815.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.995,70,10,0.99515,26682.1,82.0,111.0,614.0,985.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.999,180,10,0.999,14016.3,201.0,230.0,1170.0,1866.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,0.99,1.0,32,64,1101,0.9995,375,10,0.99958,8365.97,410.0,448.0,1975.0,3204.0,10000,0,74.66
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.6,10,1,0.6953,112375.0,10.0,10.0,147.0,206.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.7,11,1,0.7489,104286.0,11.0,11.0,159.0,221.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.75,12,1,0.7932,100893.0,12.0,12.0,170.0,236.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.8,13,1,0.8268,91428.6,13.0,13.0,181.0,249.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.85,14,1,0.8558,88512.8,14.0,14.0,192.0,262.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.9,17,1,0.9137,84519.4,17.0,17.0,222.0,303.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.93,10,1,0.9456,75045.2,17.0,31.0,228.0,390.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.95,11,1,0.9531,70812.0,18.0,32.0,237.0,403.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.97,16,1,0.9739,63540.5,23.0,39.0,281.0,463.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.98,19,1,0.9804,55526.6,26.0,44.0,310.0,505.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.99,30,1,0.9909,46007.7,37.0,58.0,399.0,633.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.995,45,1,0.9952,36606.6,53.0,74.0,510.0,793.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.999,100,1,0.9992,20744.3,112.0,134.0,860.0,1324.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.9995,140,1,0.9995,16663.2,154.0,177.0,1078.0,1671.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.9999,375,1,0.9999,7797.94,405.0,441.0,2147.0,3462.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.99999,500,1,1.0,6296.47,539.0,580.0,2643.0,4297.0,10000,0,75.758
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.6,10,10,0.6225,118747.0,10.0,10.0,147.0,206.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.7,12,10,0.72924,99375.9,12.0,12.0,170.0,236.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.75,13,10,0.76947,93440.5,13.0,13.0,181.0,249.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.8,14,10,0.80294,88324.4,14.0,14.0,192.0,262.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.85,16,10,0.85374,79476.7,16.0,16.0,213.0,289.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.9,10,10,0.90979,74728.4,17.0,31.0,228.0,390.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.93,13,10,0.93816,66099.1,20.0,35.0,255.0,430.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.95,15,10,0.95047,68782.4,22.0,38.0,272.0,452.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.97,22,10,0.97426,50096.9,29.0,48.0,334.0,538.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.98,26,10,0.98166,51022.8,33.0,54.0,370.0,601.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.99,38,10,0.99062,39157.8,46.0,67.0,459.0,714.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.995,55,10,0.99561,29780.7,64.0,86.0,578.0,884.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.999,160,10,0.99918,14843.0,176.0,199.0,1181.0,1838.0,10000,0,71.157
mnist-784-euclidean,euclidean,mod-vamana,1.0,1.0,32,64,1101,0.9995,300,10,0.99952,9273.13,325.0,355.0,1833.0,2936.0,10000,0,71.157
